,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
46,N_Training_Stim\manysmall_partialViewing_low_person587.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.025
47,N_Training_Stim\manysmall_partialViewing_low_tree25.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.025
48,N_Training_Stim\fewlarge_partialViewing_control_banana589.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.05
49,N_Training_Stim\fewlarge_partialViewing_control_bird394.png,mask_img/000000000109.png,bird,occlusion,control,mask,partial viewing,few large,0.05
50,N_Training_Stim\fewlarge_partialViewing_control_building48.png,mask_img/000000000312.png,building,occlusion,control,mask,partial viewing,few large,0.05
51,N_Training_Stim\fewlarge_partialViewing_control_bus630.png,mask_img/000000000394.png,bus,occlusion,control,mask,partial viewing,few large,0.05
52,N_Training_Stim\fewlarge_partialViewing_control_cat511.png,mask_img/000000000438.png,cat,occlusion,control,mask,partial viewing,few large,0.05
53,N_Training_Stim\fewlarge_partialViewing_control_firehydrant154.png,mask_img/000000000459.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.05
54,N_Training_Stim\fewlarge_partialViewing_control_person475.png,mask_img/000000000595.png,person,occlusion,control,mask,partial viewing,few large,0.05
55,N_Training_Stim\fewlarge_partialViewing_control_tree17.png,mask_img/000000000626.png,tree,occlusion,control,mask,partial viewing,few large,0.05
56,N_Training_Stim\fewlarge_partialViewing_high_banana1022.png,mask_img/000000000690.png,banana,occlusion,high,mask,partial viewing,few large,0.05
57,N_Training_Stim\fewlarge_partialViewing_high_bird394.png,mask_img/000000000731.png,bird,occlusion,high,mask,partial viewing,few large,0.05
58,N_Training_Stim\fewlarge_partialViewing_high_building71.png,mask_img/000000000873.png,building,occlusion,high,mask,partial viewing,few large,0.05
59,N_Training_Stim\fewlarge_partialViewing_high_bus929.png,mask_img/000000001053.png,bus,occlusion,high,mask,partial viewing,few large,0.05
60,N_Training_Stim\fewlarge_partialViewing_high_cat511.png,mask_img/000000001647.png,cat,occlusion,high,mask,partial viewing,few large,0.05
61,N_Training_Stim\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.05
62,N_Training_Stim\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,person,occlusion,high,mask,partial viewing,few large,0.05
63,N_Training_Stim\fewlarge_partialViewing_high_tree25.png,mask_img/000000002197.png,tree,occlusion,high,mask,partial viewing,few large,0.05
64,N_Training_Stim\fewlarge_partialViewing_low_banana1022.png,mask_img/000000002337.png,banana,occlusion,low,mask,partial viewing,few large,0.05
65,N_Training_Stim\fewlarge_partialViewing_low_bird1073.png,mask_img/000000002774.png,bird,occlusion,low,mask,partial viewing,few large,0.05
66,N_Training_Stim\fewlarge_partialViewing_low_building71.png,mask_img/000000002822.png,building,occlusion,low,mask,partial viewing,few large,0.05
67,N_Training_Stim\fewlarge_partialViewing_low_bus630.png,mask_img/000000002892.png,bus,occlusion,low,mask,partial viewing,few large,0.05
68,N_Training_Stim\fewlarge_partialViewing_low_cat593.png,mask_img/000000003084.png,cat,occlusion,low,mask,partial viewing,few large,0.05
69,N_Training_Stim\fewlarge_partialViewing_low_firehydrant205.png,mask_img/000000003225.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.05
70,N_Training_Stim\fewlarge_partialViewing_low_person587.png,mask_img/000000003483.png,person,occlusion,low,mask,partial viewing,few large,0.05
71,N_Training_Stim\fewlarge_partialViewing_low_tree17.png,mask_img/000000003694.png,tree,occlusion,low,mask,partial viewing,few large,0.05
72,N_Training_Stim\manysmall_partialViewing_control_banana1022.png,mask_img/000000004239.png,banana,occlusion,control,mask,partial viewing,many small,0.05
73,N_Training_Stim\manysmall_partialViewing_control_bird394.png,mask_img/000000004642.png,bird,occlusion,control,mask,partial viewing,many small,0.05
74,N_Training_Stim\manysmall_partialViewing_control_building48.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,many small,0.05
75,N_Training_Stim\manysmall_partialViewing_control_bus630.png,mask_img/000000004936.png,bus,occlusion,control,mask,partial viewing,many small,0.05
76,N_Training_Stim\manysmall_partialViewing_control_cat511.png,mask_img/000000005105.png,cat,occlusion,control,mask,partial viewing,many small,0.05
77,N_Training_Stim\manysmall_partialViewing_control_firehydrant154.png,mask_img/000000005131.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
78,N_Training_Stim\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,person,occlusion,control,mask,partial viewing,many small,0.05
79,N_Training_Stim\manysmall_partialViewing_control_tree25.png,mask_img/000000005282.png,tree,occlusion,control,mask,partial viewing,many small,0.05
80,N_Training_Stim\manysmall_partialViewing_high_banana589.png,mask_img/000000005359.png,banana,occlusion,high,mask,partial viewing,many small,0.05
81,N_Training_Stim\manysmall_partialViewing_high_bird1073.png,mask_img/000000005418.png,bird,occlusion,high,mask,partial viewing,many small,0.05
82,N_Training_Stim\manysmall_partialViewing_high_building48.png,mask_img/000000005574.png,building,occlusion,high,mask,partial viewing,many small,0.05
83,N_Training_Stim\manysmall_partialViewing_high_bus630.png,mask_img/000000005615.png,bus,occlusion,high,mask,partial viewing,many small,0.05
84,N_Training_Stim\manysmall_partialViewing_high_cat511.png,mask_img/000000005862.png,cat,occlusion,high,mask,partial viewing,many small,0.05
85,N_Training_Stim\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
86,N_Training_Stim\manysmall_partialViewing_high_person475.png,mask_img/000000006153.png,person,occlusion,high,mask,partial viewing,many small,0.05
87,N_Training_Stim\manysmall_partialViewing_high_tree25.png,mask_img/000000006263.png,tree,occlusion,high,mask,partial viewing,many small,0.05
88,N_Training_Stim\manysmall_partialViewing_low_banana589.png,mask_img/000000006437.png,banana,occlusion,low,mask,partial viewing,many small,0.05
89,N_Training_Stim\manysmall_partialViewing_low_bird394.png,mask_img/000000006481.png,bird,occlusion,low,mask,partial viewing,many small,0.05
90,N_Training_Stim\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,building,occlusion,low,mask,partial viewing,many small,0.05
91,N_Training_Stim\manysmall_partialViewing_low_bus630.png,mask_img/000000006709.png,bus,occlusion,low,mask,partial viewing,many small,0.05
92,N_Training_Stim\manysmall_partialViewing_low_cat593.png,mask_img/000000006842.png,cat,occlusion,low,mask,partial viewing,many small,0.05
93,N_Training_Stim\manysmall_partialViewing_low_firehydrant205.png,mask_img/000000006870.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
94,N_Training_Stim\manysmall_partialViewing_low_person587.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.05
95,N_Training_Stim\manysmall_partialViewing_low_tree25.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.05
96,N_Training_Stim\fewlarge_partialViewing_control_banana589.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.1
97,N_Training_Stim\fewlarge_partialViewing_control_bird394.png,mask_img/000000000109.png,bird,occlusion,control,mask,partial viewing,few large,0.1
98,N_Training_Stim\fewlarge_partialViewing_control_building48.png,mask_img/000000000312.png,building,occlusion,control,mask,partial viewing,few large,0.1
99,N_Training_Stim\fewlarge_partialViewing_control_bus630.png,mask_img/000000000394.png,bus,occlusion,control,mask,partial viewing,few large,0.1
100,N_Training_Stim\fewlarge_partialViewing_control_cat511.png,mask_img/000000000438.png,cat,occlusion,control,mask,partial viewing,few large,0.1
101,N_Training_Stim\fewlarge_partialViewing_control_firehydrant154.png,mask_img/000000000459.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.1
102,N_Training_Stim\fewlarge_partialViewing_control_person475.png,mask_img/000000000595.png,person,occlusion,control,mask,partial viewing,few large,0.1
103,N_Training_Stim\fewlarge_partialViewing_control_tree17.png,mask_img/000000000626.png,tree,occlusion,control,mask,partial viewing,few large,0.1
104,N_Training_Stim\fewlarge_partialViewing_high_banana1022.png,mask_img/000000000690.png,banana,occlusion,high,mask,partial viewing,few large,0.1
105,N_Training_Stim\fewlarge_partialViewing_high_bird394.png,mask_img/000000000731.png,bird,occlusion,high,mask,partial viewing,few large,0.1
106,N_Training_Stim\fewlarge_partialViewing_high_building71.png,mask_img/000000000873.png,building,occlusion,high,mask,partial viewing,few large,0.1
107,N_Training_Stim\fewlarge_partialViewing_high_bus929.png,mask_img/000000001053.png,bus,occlusion,high,mask,partial viewing,few large,0.1
108,N_Training_Stim\fewlarge_partialViewing_high_cat511.png,mask_img/000000001647.png,cat,occlusion,high,mask,partial viewing,few large,0.1
109,N_Training_Stim\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.1
110,N_Training_Stim\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,person,occlusion,high,mask,partial viewing,few large,0.1
111,N_Training_Stim\fewlarge_partialViewing_high_tree25.png,mask_img/000000002197.png,tree,occlusion,high,mask,partial viewing,few large,0.1
112,N_Training_Stim\fewlarge_partialViewing_low_banana1022.png,mask_img/000000002337.png,banana,occlusion,low,mask,partial viewing,few large,0.1
113,N_Training_Stim\fewlarge_partialViewing_low_bird1073.png,mask_img/000000002774.png,bird,occlusion,low,mask,partial viewing,few large,0.1
114,N_Training_Stim\fewlarge_partialViewing_low_building71.png,mask_img/000000002822.png,building,occlusion,low,mask,partial viewing,few large,0.1
115,N_Training_Stim\fewlarge_partialViewing_low_bus630.png,mask_img/000000002892.png,bus,occlusion,low,mask,partial viewing,few large,0.1
116,N_Training_Stim\fewlarge_partialViewing_low_cat593.png,mask_img/000000003084.png,cat,occlusion,low,mask,partial viewing,few large,0.1
117,N_Training_Stim\fewlarge_partialViewing_low_firehydrant205.png,mask_img/000000003225.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.1
118,N_Training_Stim\fewlarge_partialViewing_low_person587.png,mask_img/000000003483.png,person,occlusion,low,mask,partial viewing,few large,0.1
119,N_Training_Stim\fewlarge_partialViewing_low_tree17.png,mask_img/000000003694.png,tree,occlusion,low,mask,partial viewing,few large,0.1
120,N_Training_Stim\manysmall_partialViewing_control_banana1022.png,mask_img/000000004239.png,banana,occlusion,control,mask,partial viewing,many small,0.1
121,N_Training_Stim\manysmall_partialViewing_control_bird394.png,mask_img/000000004642.png,bird,occlusion,control,mask,partial viewing,many small,0.1
122,N_Training_Stim\manysmall_partialViewing_control_building48.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,many small,0.1
123,N_Training_Stim\manysmall_partialViewing_control_bus630.png,mask_img/000000004936.png,bus,occlusion,control,mask,partial viewing,many small,0.1
124,N_Training_Stim\manysmall_partialViewing_control_cat511.png,mask_img/000000005105.png,cat,occlusion,control,mask,partial viewing,many small,0.1
125,N_Training_Stim\manysmall_partialViewing_control_firehydrant154.png,mask_img/000000005131.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.1
126,N_Training_Stim\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,person,occlusion,control,mask,partial viewing,many small,0.1
127,N_Training_Stim\manysmall_partialViewing_control_tree25.png,mask_img/000000005282.png,tree,occlusion,control,mask,partial viewing,many small,0.1
128,N_Training_Stim\manysmall_partialViewing_high_banana589.png,mask_img/000000005359.png,banana,occlusion,high,mask,partial viewing,many small,0.1
129,N_Training_Stim\manysmall_partialViewing_high_bird1073.png,mask_img/000000005418.png,bird,occlusion,high,mask,partial viewing,many small,0.1
130,N_Training_Stim\manysmall_partialViewing_high_building48.png,mask_img/000000005574.png,building,occlusion,high,mask,partial viewing,many small,0.1
131,N_Training_Stim\manysmall_partialViewing_high_bus630.png,mask_img/000000005615.png,bus,occlusion,high,mask,partial viewing,many small,0.1
132,N_Training_Stim\manysmall_partialViewing_high_cat511.png,mask_img/000000005862.png,cat,occlusion,high,mask,partial viewing,many small,0.1
133,N_Training_Stim\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
134,N_Training_Stim\manysmall_partialViewing_high_person475.png,mask_img/000000006153.png,person,occlusion,high,mask,partial viewing,many small,0.1
135,N_Training_Stim\manysmall_partialViewing_high_tree25.png,mask_img/000000006263.png,tree,occlusion,high,mask,partial viewing,many small,0.1
136,N_Training_Stim\manysmall_partialViewing_low_banana589.png,mask_img/000000006437.png,banana,occlusion,low,mask,partial viewing,many small,0.1
137,N_Training_Stim\manysmall_partialViewing_low_bird394.png,mask_img/000000006481.png,bird,occlusion,low,mask,partial viewing,many small,0.1
138,N_Training_Stim\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,building,occlusion,low,mask,partial viewing,many small,0.1
139,N_Training_Stim\manysmall_partialViewing_low_bus630.png,mask_img/000000006709.png,bus,occlusion,low,mask,partial viewing,many small,0.1
140,N_Training_Stim\manysmall_partialViewing_low_cat593.png,mask_img/000000006842.png,cat,occlusion,low,mask,partial viewing,many small,0.1
141,N_Training_Stim\manysmall_partialViewing_low_firehydrant205.png,mask_img/000000006870.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.1
142,N_Training_Stim\manysmall_partialViewing_low_person587.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.1
143,N_Training_Stim\manysmall_partialViewing_low_tree25.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.1
