,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
1219,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird10.png,mask_img/000000375812.png,bird,clutter,light,mask,null,null
1220,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree6.png,mask_img/000000106688.png,tree,clutter,light,mask,null,null
1221,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus1.png,mask_img/000000363527.png,bus,clutter,light,mask,null,null
1222,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird3.png,mask_img/000000114703.png,bird,clutter,light,mask,null,null
1223,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird2.png,mask_img/000000221700.png,bird,clutter,light,mask,null,null
1224,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree7.png,mask_img/000000225566.png,tree,clutter,light,mask,null,null
1225,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree3.png,mask_img/000000365103 2.png,tree,clutter,light,mask,null,null
1226,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant9.png,mask_img/000000365624.png,firehydrant,clutter,light,mask,null,null
1227,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird6.png,mask_img/000000536999.png,bird,clutter,light,mask,null,null
1228,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus4.png,mask_img/000000016672.png,bus,clutter,light,mask,null,null
1229,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus5.png,mask_img/000000426546.png,bus,clutter,light,mask,null,null
1230,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird7.png,mask_img/000000109008.png,bird,clutter,light,mask,null,null
1231,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant8.png,mask_img/000000341227 2.png,firehydrant,clutter,light,mask,null,null
1232,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree2.png,mask_img/000000410962.png,tree,clutter,light,mask,null,null
1233,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird5.png,mask_img/000000428231.png,bird,clutter,light,mask,null,null
1234,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus7.png,mask_img/000000369022.png,bus,clutter,light,mask,null,null
1235,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus6.png,mask_img/000000173968.png,bus,clutter,light,mask,null,null
1236,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird4.png,mask_img/000000200080.png,bird,clutter,light,mask,null,null
1237,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree1.png,mask_img/000000433822.png,tree,clutter,light,mask,null,null
1238,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant6.png,mask_img/000000405348.png,firehydrant,clutter,light,mask,null,null
1239,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird9.png,mask_img/000000358833 2.png,bird,clutter,light,mask,null,null
1240,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson1.png,mask_img/000000494445.png,person,clutter,light,mask,null,null
1241,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird8.png,mask_img/000000164555.png,bird,clutter,light,mask,null,null
1242,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant7.png,mask_img/000000060041.png,firehydrant,clutter,light,mask,null,null
1243,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant5.png,mask_img/000000492020.png,firehydrant,clutter,light,mask,null,null
1244,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus8.png,mask_img/000000111874.png,bus,clutter,light,mask,null,null
1245,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson2.png,mask_img/000000148901.png,person,clutter,light,mask,null,null
1246,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus9.png,mask_img/000000150196.png,bus,clutter,light,mask,null,null
1247,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson3.png,mask_img/000000139120.png,person,clutter,light,mask,null,null
1248,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant4.png,mask_img/000000152781.png,firehydrant,clutter,light,mask,null,null
1249,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson7.png,mask_img/000000130892.png,person,clutter,light,mask,null,null
1250,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson6.png,mask_img/000000283438.png,person,clutter,light,mask,null,null
1251,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant1.png,mask_img/000000028011.png,firehydrant,clutter,light,mask,null,null
1252,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus10.png,mask_img/000000175470.png,bus,clutter,light,mask,null,null
1253,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree9.png,mask_img/000000189813.png,tree,clutter,light,mask,null,null
1254,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant3.png,mask_img/000000333799 2.png,firehydrant,clutter,light,mask,null,null
1255,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson4.png,mask_img/000000566189.png,person,clutter,light,mask,null,null
1256,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree10.png,mask_img/000000357963 2.png,tree,clutter,light,mask,null,null
1257,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson5.png,mask_img/000000152965.png,person,clutter,light,mask,null,null
1258,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant2.png,mask_img/000000299474.png,firehydrant,clutter,light,mask,null,null
1259,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree8.png,mask_img/000000464615.png,tree,clutter,light,mask,null,null
1260,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding2.png,mask_img/000000322369.png,building,clutter,light,mask,null,null
1261,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana1.png,mask_img/000000196660.png,banana,clutter,light,mask,null,null
1262,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding3.png,mask_img/000000096106.png,building,clutter,light,mask,null,null
1263,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding10.png,mask_img/000000449793.png,building,clutter,light,mask,null,null
1264,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding1.png,mask_img/000000014677.png,building,clutter,light,mask,null,null
1265,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat8.png,mask_img/000000257090.png,cat,clutter,light,mask,null,null
1266,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana2.png,mask_img/000000413489.png,banana,clutter,light,mask,null,null
1267,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana3.png,mask_img/000000408917.png,banana,clutter,light,mask,null,null
1268,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat9.png,mask_img/000000464629.png,cat,clutter,light,mask,null,null
1269,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana10.png,mask_img/000000059039.png,banana,clutter,light,mask,null,null
1270,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding4.png,mask_img/000000051465.png,building,clutter,light,mask,null,null
1271,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat10.png,mask_img/000000121828.png,cat,clutter,light,mask,null,null
1272,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana7.png,mask_img/000000262003.png,banana,clutter,light,mask,null,null
1273,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana6.png,mask_img/000000393950.png,banana,clutter,light,mask,null,null
1274,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding5.png,mask_img/000000423204.png,building,clutter,light,mask,null,null
1275,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding7.png,mask_img/000000057772.png,building,clutter,light,mask,null,null
1276,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana4.png,mask_img/000000192348.png,banana,clutter,light,mask,null,null
1277,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana5.png,mask_img/000000421361.png,banana,clutter,light,mask,null,null
1278,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding6.png,mask_img/000000369630.png,building,clutter,light,mask,null,null
1279,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson10.png,mask_img/000000374107.png,person,clutter,light,mask,null,null
1280,MSK Task/Stimulus/all_stim/control/control_bird9.png,mask_img/000000355122.png,bird,control,control,mask,null,null
1281,MSK Task/Stimulus/all_stim/control/control_cat8.png,mask_img/000000398622.png,cat,control,control,mask,null,null
1282,MSK Task/Stimulus/all_stim/control/control_cat9.png,mask_img/000000373697.png,cat,control,control,mask,null,null
1283,MSK Task/Stimulus/all_stim/control/control_bird8.png,mask_img/000000540006.png,bird,control,control,mask,null,null
1284,MSK Task/Stimulus/all_stim/control/control_bus10.png,mask_img/000000067114.png,bus,control,control,mask,null,null
1285,MSK Task/Stimulus/all_stim/control/control_tree9.png,mask_img/000000259056.png,tree,control,control,mask,null,null
1286,MSK Task/Stimulus/all_stim/control/control_banana8.png,mask_img/000000282134.png,banana,control,control,mask,null,null
1287,MSK Task/Stimulus/all_stim/control/control_banana9.png,mask_img/000000284545.png,banana,control,control,mask,null,null
1288,MSK Task/Stimulus/all_stim/control/control_tree8.png,mask_img/000000536806.png,tree,control,control,mask,null,null
1289,MSK Task/Stimulus/all_stim/control/control_banana10.png,mask_img/000000449778.png,banana,control,control,mask,null,null
1290,MSK Task/Stimulus/all_stim/control/control_bus8.png,mask_img/000000072519.png,bus,control,control,mask,null,null
1291,MSK Task/Stimulus/all_stim/control/control_bus9.png,mask_img/000000411513.png,bus,control,control,mask,null,null
1292,MSK Task/Stimulus/all_stim/control/control_building1.png,mask_img/000000081485.png,building,control,control,mask,null,null
1293,MSK Task/Stimulus/all_stim/control/control_building3.png,mask_img/000000015596.png,building,control,control,mask,null,null
1294,MSK Task/Stimulus/all_stim/control/control_building2.png,mask_img/000000281429.png,building,control,control,mask,null,null
1295,MSK Task/Stimulus/all_stim/control/control_person10.png,mask_img/000000107838.png,person,control,control,mask,null,null
1296,MSK Task/Stimulus/all_stim/control/control_building6.png,mask_img/000000048685.png,building,control,control,mask,null,null
1297,MSK Task/Stimulus/all_stim/control/control_cat10.png,mask_img/000000114844.png,cat,control,control,mask,null,null
1298,MSK Task/Stimulus/all_stim/control/control_bird10.png,mask_img/000000249251.png,bird,control,control,mask,null,null
1299,MSK Task/Stimulus/all_stim/control/control_building7.png,mask_img/000000331302 2.png,building,control,control,mask,null,null
1300,MSK Task/Stimulus/all_stim/control/control_building5.png,mask_img/000000056134.png,building,control,control,mask,null,null
1301,MSK Task/Stimulus/all_stim/control/control_person8.png,mask_img/000000179869.png,person,control,control,mask,null,null
1302,MSK Task/Stimulus/all_stim/control/control_firehydrant9.png,mask_img/000000390915.png,firehydrant,control,control,mask,null,null
1303,MSK Task/Stimulus/all_stim/control/control_firehydrant8.png,mask_img/000000149014.png,firehydrant,control,control,mask,null,null
1304,MSK Task/Stimulus/all_stim/control/control_person9.png,mask_img/000000355871 2.png,person,control,control,mask,null,null
1305,MSK Task/Stimulus/all_stim/control/control_building4.png,mask_img/000000164810.png,building,control,control,mask,null,null
1306,MSK Task/Stimulus/all_stim/control/control_building9.png,mask_img/000000368205 2.png,building,control,control,mask,null,null
1307,MSK Task/Stimulus/all_stim/control/control_tree10.png,mask_img/000000387299.png,tree,control,control,mask,null,null
1308,MSK Task/Stimulus/all_stim/control/control_person4.png,mask_img/000000279147.png,person,control,control,mask,null,null
1309,MSK Task/Stimulus/all_stim/control/control_bus1.png,mask_img/000000259297.png,bus,control,control,mask,null,null
1310,MSK Task/Stimulus/all_stim/control/control_firehydrant5.png,mask_img/000000559966.png,firehydrant,control,control,mask,null,null
1311,MSK Task/Stimulus/all_stim/control/control_firehydrant4.png,mask_img/000000126389.png,firehydrant,control,control,mask,null,null
1312,MSK Task/Stimulus/all_stim/control/control_person5.png,mask_img/000000311589.png,person,control,control,mask,null,null
1313,MSK Task/Stimulus/all_stim/control/control_building8.png,mask_img/000000358189.png,building,control,control,mask,null,null
1314,MSK Task/Stimulus/all_stim/control/control_person7.png,mask_img/000000152385.png,person,control,control,mask,null,null
1315,MSK Task/Stimulus/all_stim/control/control_bus2.png,mask_img/000000188847.png,bus,control,control,mask,null,null
1316,MSK Task/Stimulus/all_stim/control/control_firehydrant6.png,mask_img/000000338989 2.png,firehydrant,control,control,mask,null,null
1317,MSK Task/Stimulus/all_stim/control/control_firehydrant7.png,mask_img/000000499571.png,firehydrant,control,control,mask,null,null
1318,MSK Task/Stimulus/all_stim/control/control_bus3.png,mask_img/000000397075.png,bus,control,control,mask,null,null
1319,MSK Task/Stimulus/all_stim/control/control_person6.png,mask_img/000000305517.png,person,control,control,mask,null,null
1320,MSK Task/Stimulus/all_stim/control/control_person2.png,mask_img/000000240739.png,person,control,control,mask,null,null
1321,MSK Task/Stimulus/all_stim/control/control_bus7.png,mask_img/000000391410.png,bus,control,control,mask,null,null
1322,MSK Task/Stimulus/all_stim/control/control_firehydrant3.png,mask_img/000000050592.png,firehydrant,control,control,mask,null,null
1323,MSK Task/Stimulus/all_stim/control/control_firehydrant2.png,mask_img/000000037509.png,firehydrant,control,control,mask,null,null
1324,MSK Task/Stimulus/all_stim/control/control_bus6.png,mask_img/000000218220.png,bus,control,control,mask,null,null
1325,MSK Task/Stimulus/all_stim/control/control_person3.png,mask_img/000000042800.png,person,control,control,mask,null,null
1326,MSK Task/Stimulus/all_stim/control/control_person1.png,mask_img/000000068025.png,person,control,control,mask,null,null
1327,MSK Task/Stimulus/all_stim/control/control_bus4.png,mask_img/000000322194.png,bus,control,control,mask,null,null
1328,MSK Task/Stimulus/all_stim/control/control_firehydrant1.png,mask_img/000000035322.png,firehydrant,control,control,mask,null,null
1329,MSK Task/Stimulus/all_stim/control/control_bus5.png,mask_img/000000164179.png,bus,control,control,mask,null,null
1330,MSK Task/Stimulus/all_stim/control/control_tree5.png,mask_img/000000458463.png,tree,control,control,mask,null,null
1331,MSK Task/Stimulus/all_stim/control/control_banana4.png,mask_img/000000534284.png,banana,control,control,mask,null,null
1332,MSK Task/Stimulus/all_stim/control/control_cat1.png,mask_img/000000287201.png,cat,control,control,mask,null,null
1333,MSK Task/Stimulus/all_stim/control/control_banana5.png,mask_img/000000330098 2.png,banana,control,control,mask,null,null
1334,MSK Task/Stimulus/all_stim/control/control_bird1.png,mask_img/000000136670.png,bird,control,control,mask,null,null
1335,MSK Task/Stimulus/all_stim/control/control_tree4.png,mask_img/000000119693.png,tree,control,control,mask,null,null
1336,MSK Task/Stimulus/all_stim/control/control_tree6.png,mask_img/000000162547.png,tree,control,control,mask,null,null
1337,MSK Task/Stimulus/all_stim/control/control_bird3.png,mask_img/000000190921.png,bird,control,control,mask,null,null
1338,MSK Task/Stimulus/all_stim/control/control_banana7.png,mask_img/000000396324.png,banana,control,control,mask,null,null
1339,MSK Task/Stimulus/all_stim/control/control_cat2.png,mask_img/000000028314.png,cat,control,control,mask,null,null
1340,MSK Task/Stimulus/all_stim/control/control_building10.png,mask_img/000000122639.png,building,control,control,mask,null,null
1341,MSK Task/Stimulus/all_stim/control/control_cat3.png,mask_img/000000508555.png,cat,control,control,mask,null,null
1342,MSK Task/Stimulus/all_stim/control/control_banana6.png,mask_img/000000517313.png,banana,control,control,mask,null,null
1343,MSK Task/Stimulus/all_stim/control/control_bird2.png,mask_img/000000283729.png,bird,control,control,mask,null,null
1344,MSK Task/Stimulus/all_stim/control/control_tree7.png,mask_img/000000495310.png,tree,control,control,mask,null,null
1345,MSK Task/Stimulus/all_stim/control/control_tree3.png,mask_img/000000065566.png,tree,control,control,mask,null,null
1346,MSK Task/Stimulus/all_stim/control/control_bird6.png,mask_img/000000534521.png,bird,control,control,mask,null,null
1347,MSK Task/Stimulus/all_stim/control/control_banana2.png,mask_img/000000168903.png,banana,control,control,mask,null,null
1348,MSK Task/Stimulus/all_stim/control/control_cat7.png,mask_img/000000279108.png,cat,control,control,mask,null,null
1349,MSK Task/Stimulus/all_stim/control/control_firehydrant10.png,mask_img/000000402087.png,firehydrant,control,control,mask,null,null
1350,MSK Task/Stimulus/all_stim/control/control_cat6.png,mask_img/000000459929.png,cat,control,control,mask,null,null
1351,MSK Task/Stimulus/all_stim/control/control_banana3.png,mask_img/000000379108.png,banana,control,control,mask,null,null
1352,MSK Task/Stimulus/all_stim/control/control_bird7.png,mask_img/000000495489.png,bird,control,control,mask,null,null
1353,MSK Task/Stimulus/all_stim/control/control_tree2.png,mask_img/000000536444.png,tree,control,control,mask,null,null
1354,MSK Task/Stimulus/all_stim/control/control_bird5.png,mask_img/000000474105.png,bird,control,control,mask,null,null
1355,MSK Task/Stimulus/all_stim/control/control_banana1.png,mask_img/000000008991.png,banana,control,control,mask,null,null
1356,MSK Task/Stimulus/all_stim/control/control_cat4.png,mask_img/000000140043.png,cat,control,control,mask,null,null
1357,MSK Task/Stimulus/all_stim/control/control_cat5.png,mask_img/000000078286.png,cat,control,control,mask,null,null
1358,MSK Task/Stimulus/all_stim/control/control_bird4.png,mask_img/000000105537.png,bird,control,control,mask,null,null
1359,MSK Task/Stimulus/all_stim/control/control_tree1.png,mask_img/000000402905.png,tree,control,control,mask,null,null
1360,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana2.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1361,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat5.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1362,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant1.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1363,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat4.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1364,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana3.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1365,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana1.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1366,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat6.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1367,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant2.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1368,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant3.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1369,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat7.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1370,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana4.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1371,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat3.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1372,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant7.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1373,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant6.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1374,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat2.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1375,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana5.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1376,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana7.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1377,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat10.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1378,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant4.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1379,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant5.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1380,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat1.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1381,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana6.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1382,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding3.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1383,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus5.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1384,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson2.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1385,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree10.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1386,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson3.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1387,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus4.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1388,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding2.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1389,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus6.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1390,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson1.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1391,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird9.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1392,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding10.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1393,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird8.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1394,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus7.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1395,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding1.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1396,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding5.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1397,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson4.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1398,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus3.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1399,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree9.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1400,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree8.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1401,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus2.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1402,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson5.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1403,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding4.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1404,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding6.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1405,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson7.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1406,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus10.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1407,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus1.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1408,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson6.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1409,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding7.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1410,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird3.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1411,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree6.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1412,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree7.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1413,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird2.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1414,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding9.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1415,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson8.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1416,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree5.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1417,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant10.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1418,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree4.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1419,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana10.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
