,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
0,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana2.png,mask_img/000000064155.png,banana,occlusion,high,mask,deletion,few large
1,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat5.png,mask_img/000000554275.png,cat,occlusion,high,mask,deletion,few large
2,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant1.png,mask_img/000000393203.png,firehydrant,occlusion,high,mask,deletion,few large
3,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat4.png,mask_img/000000353999.png,cat,occlusion,high,mask,deletion,few large
4,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana3.png,mask_img/000000247052.png,banana,occlusion,high,mask,deletion,few large
5,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana1.png,mask_img/000000414137.png,banana,occlusion,high,mask,deletion,few large
6,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat6.png,mask_img/000000557768.png,cat,occlusion,high,mask,deletion,few large
7,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant2.png,mask_img/000000195812.png,firehydrant,occlusion,high,mask,deletion,few large
8,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant3.png,mask_img/000000213403.png,firehydrant,occlusion,high,mask,deletion,few large
9,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat7.png,mask_img/000000234902.png,cat,occlusion,high,mask,deletion,few large
10,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana4.png,mask_img/000000522491.png,banana,occlusion,high,mask,deletion,few large
11,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat3.png,mask_img/000000366933 2.png,cat,occlusion,high,mask,deletion,few large
12,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant7.png,mask_img/000000185397.png,firehydrant,occlusion,high,mask,deletion,few large
13,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant6.png,mask_img/000000042810.png,firehydrant,occlusion,high,mask,deletion,few large
14,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat2.png,mask_img/000000190942.png,cat,occlusion,high,mask,deletion,few large
15,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana5.png,mask_img/000000298418.png,banana,occlusion,high,mask,deletion,few large
16,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana7.png,mask_img/000000562937.png,banana,occlusion,high,mask,deletion,few large
17,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat10.png,mask_img/000000377807.png,cat,occlusion,high,mask,deletion,few large
18,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant4.png,mask_img/000000417402.png,firehydrant,occlusion,high,mask,deletion,few large
19,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant5.png,mask_img/000000130538.png,firehydrant,occlusion,high,mask,deletion,few large
20,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat1.png,mask_img/000000487011.png,cat,occlusion,high,mask,deletion,few large
21,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana6.png,mask_img/000000258628.png,banana,occlusion,high,mask,deletion,few large
22,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding3.png,mask_img/000000452638.png,building,occlusion,high,mask,deletion,few large
23,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus5.png,mask_img/000000513670.png,bus,occlusion,high,mask,deletion,few large
24,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson2.png,mask_img/000000336668.png,person,occlusion,high,mask,deletion,few large
25,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree10.png,mask_img/000000420523.png,tree,occlusion,high,mask,deletion,few large
26,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson3.png,mask_img/000000462710.png,person,occlusion,high,mask,deletion,few large
27,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus4.png,mask_img/000000520251.png,bus,occlusion,high,mask,deletion,few large
28,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding2.png,mask_img/000000122869.png,building,occlusion,high,mask,deletion,few large
29,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus6.png,mask_img/000000365556.png,bus,occlusion,high,mask,deletion,few large
30,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson1.png,mask_img/000000116272.png,person,occlusion,high,mask,deletion,few large
31,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird9.png,mask_img/000000533239.png,bird,occlusion,high,mask,deletion,few large
32,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding10.png,mask_img/000000321466.png,building,occlusion,high,mask,deletion,few large
33,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird8.png,mask_img/000000237210.png,bird,occlusion,high,mask,deletion,few large
34,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus7.png,mask_img/000000188658.png,bus,occlusion,high,mask,deletion,few large
35,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding1.png,mask_img/000000110159.png,building,occlusion,high,mask,deletion,few large
36,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding5.png,mask_img/000000310693.png,building,occlusion,high,mask,deletion,few large
37,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson4.png,mask_img/000000358833.png,person,occlusion,high,mask,deletion,few large
38,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus3.png,mask_img/000000443084.png,bus,occlusion,high,mask,deletion,few large
39,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree9.png,mask_img/000000118277.png,tree,occlusion,high,mask,deletion,few large
40,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree8.png,mask_img/000000516913.png,tree,occlusion,high,mask,deletion,few large
41,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus2.png,mask_img/000000577321.png,bus,occlusion,high,mask,deletion,few large
42,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson5.png,mask_img/000000164343.png,person,occlusion,high,mask,deletion,few large
43,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding4.png,mask_img/000000341087 2.png,building,occlusion,high,mask,deletion,few large
44,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding6.png,mask_img/000000052183.png,building,occlusion,high,mask,deletion,few large
45,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson7.png,mask_img/000000148871.png,person,occlusion,high,mask,deletion,few large
46,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus10.png,mask_img/000000167892.png,bus,occlusion,high,mask,deletion,few large
47,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus1.png,mask_img/000000224907.png,bus,occlusion,high,mask,deletion,few large
48,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson6.png,mask_img/000000479697.png,person,occlusion,high,mask,deletion,few large
49,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding7.png,mask_img/000000486125.png,building,occlusion,high,mask,deletion,few large
50,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird3.png,mask_img/000000510147.png,bird,occlusion,high,mask,deletion,few large
51,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree6.png,mask_img/000000044093.png,tree,occlusion,high,mask,deletion,few large
52,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree7.png,mask_img/000000318740.png,tree,occlusion,high,mask,deletion,few large
53,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird2.png,mask_img/000000179460.png,bird,occlusion,high,mask,deletion,few large
54,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding9.png,mask_img/000000114868.png,building,occlusion,high,mask,deletion,few large
55,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson8.png,mask_img/000000040593.png,person,occlusion,high,mask,deletion,few large
56,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree5.png,mask_img/000000581662.png,tree,occlusion,high,mask,deletion,few large
57,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant10.png,mask_img/000000076009.png,firehydrant,occlusion,high,mask,deletion,few large
58,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree4.png,mask_img/000000206542.png,tree,occlusion,high,mask,deletion,few large
59,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana10.png,mask_img/000000114698.png,banana,occlusion,high,mask,deletion,few large
60,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson9.png,mask_img/000000219462.png,person,occlusion,high,mask,deletion,few large
61,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird1.png,mask_img/000000399510.png,bird,occlusion,high,mask,deletion,few large
62,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding8.png,mask_img/000000178030.png,building,occlusion,high,mask,deletion,few large
63,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird5.png,mask_img/000000232181.png,bird,occlusion,high,mask,deletion,few large
64,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree1.png,mask_img/000000552348.png,tree,occlusion,high,mask,deletion,few large
65,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird4.png,mask_img/000000244003.png,bird,occlusion,high,mask,deletion,few large
66,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird10.png,mask_img/000000464188.png,bird,occlusion,high,mask,deletion,few large
67,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus9.png,mask_img/000000029519.png,bus,occlusion,high,mask,deletion,few large
68,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird6.png,mask_img/000000027534.png,bird,occlusion,high,mask,deletion,few large
69,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree3.png,mask_img/000000037727.png,tree,occlusion,high,mask,deletion,few large
70,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree2.png,mask_img/000000097591.png,tree,occlusion,high,mask,deletion,few large
71,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson10.png,mask_img/000000289703.png,person,occlusion,high,mask,deletion,few large
72,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird7.png,mask_img/000000152632.png,bird,occlusion,high,mask,deletion,few large
73,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus8.png,mask_img/000000019431.png,bus,occlusion,high,mask,deletion,few large
74,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant8.png,mask_img/000000412793.png,firehydrant,occlusion,high,mask,deletion,few large
75,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant9.png,mask_img/000000246199.png,firehydrant,occlusion,high,mask,deletion,few large
76,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana8.png,mask_img/000000560311.png,banana,occlusion,high,mask,deletion,few large
77,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana9.png,mask_img/000000363325.png,banana,occlusion,high,mask,deletion,few large
78,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat9.png,mask_img/000000184274.png,cat,occlusion,high,mask,deletion,few large
79,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat8.png,mask_img/000000308590.png,cat,occlusion,high,mask,deletion,few large
80,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant4.png,mask_img/000000345972 2.png,firehydrant,occlusion,low,mask,deletion,few large
81,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus7.png,mask_img/000000547962.png,bus,occlusion,low,mask,deletion,few large
82,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree5.png,mask_img/000000060858.png,tree,occlusion,low,mask,deletion,few large
83,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree4.png,mask_img/000000154257.png,tree,occlusion,low,mask,deletion,few large
84,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird1.png,mask_img/000000107169.png,bird,occlusion,low,mask,deletion,few large
85,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus6.png,mask_img/000000323829 2.png,bus,occlusion,low,mask,deletion,few large
86,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant5.png,mask_img/000000260604.png,firehydrant,occlusion,low,mask,deletion,few large
87,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus4.png,mask_img/000000566984.png,bus,occlusion,low,mask,deletion,few large
88,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant7.png,mask_img/000000159983.png,firehydrant,occlusion,low,mask,deletion,few large
89,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird3.png,mask_img/000000461027.png,bird,occlusion,low,mask,deletion,few large
90,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree6.png,mask_img/000000329576.png,tree,occlusion,low,mask,deletion,few large
91,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree7.png,mask_img/000000365768.png,tree,occlusion,low,mask,deletion,few large
92,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird2.png,mask_img/000000198661.png,bird,occlusion,low,mask,deletion,few large
93,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant6.png,mask_img/000000189778.png,firehydrant,occlusion,low,mask,deletion,few large
94,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus5.png,mask_img/000000364436 2.png,bus,occlusion,low,mask,deletion,few large
95,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus1.png,mask_img/000000107633.png,bus,occlusion,low,mask,deletion,few large
