,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
282,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat2.png,mask_img/000000038375.png,cat,occlusion,control,mask,partial viewing,many small,0.025
283,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat3.png,mask_img/000000038381.png,cat,occlusion,control,mask,partial viewing,many small,0.025
284,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat4.png,mask_img/000000038479.png,cat,occlusion,control,mask,partial viewing,many small,0.025
285,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat5.png,mask_img/000000038601.png,cat,occlusion,control,mask,partial viewing,many small,0.025
286,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat6.png,mask_img/000000038753.png,cat,occlusion,control,mask,partial viewing,many small,0.025
287,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat7.png,mask_img/000000038798.png,cat,occlusion,control,mask,partial viewing,many small,0.025
288,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat8.png,mask_img/000000038817.png,cat,occlusion,control,mask,partial viewing,many small,0.025
289,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_cat9.png,mask_img/000000038862.png,cat,occlusion,control,mask,partial viewing,many small,0.025
290,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant1.png,mask_img/000000039012.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
291,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant10.png,mask_img/000000039053.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
292,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant2.png,mask_img/000000039089.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
293,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant3.png,mask_img/000000039113.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
294,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant4.png,mask_img/000000039141.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
295,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant5.png,mask_img/000000039211.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
296,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant6.png,mask_img/000000039406.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
297,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant7.png,mask_img/000000039475.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
298,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant8.png,mask_img/000000039553.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
299,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_firehydrant9.png,mask_img/000000039643.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.025
300,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person1.png,mask_img/000000039656.png,person,occlusion,control,mask,partial viewing,many small,0.025
301,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person10.png,mask_img/000000039778.png,person,occlusion,control,mask,partial viewing,many small,0.025
302,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person2.png,mask_img/000000039971.png,person,occlusion,control,mask,partial viewing,many small,0.025
303,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person3.png,mask_img/000000040008.png,person,occlusion,control,mask,partial viewing,many small,0.025
304,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person4.png,mask_img/000000040042.png,person,occlusion,control,mask,partial viewing,many small,0.025
305,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person5.png,mask_img/000000040275.png,person,occlusion,control,mask,partial viewing,many small,0.025
306,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person6.png,mask_img/000000040325.png,person,occlusion,control,mask,partial viewing,many small,0.025
307,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person7.png,mask_img/000000040399.png,person,occlusion,control,mask,partial viewing,many small,0.025
308,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person8.png,mask_img/000000040466.png,person,occlusion,control,mask,partial viewing,many small,0.025
309,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_person9.png,mask_img/000000040771.png,person,occlusion,control,mask,partial viewing,many small,0.025
310,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree1.png,mask_img/000000040886.png,tree,occlusion,control,mask,partial viewing,many small,0.025
311,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree10.png,mask_img/000000040948.png,tree,occlusion,control,mask,partial viewing,many small,0.025
312,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree2.png,mask_img/000000041008.png,tree,occlusion,control,mask,partial viewing,many small,0.025
313,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree3.png,mask_img/000000041014.png,tree,occlusion,control,mask,partial viewing,many small,0.025
314,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree4.png,mask_img/000000041022.png,tree,occlusion,control,mask,partial viewing,many small,0.025
315,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree5.png,mask_img/000000041174.png,tree,occlusion,control,mask,partial viewing,many small,0.025
316,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree6.png,mask_img/000000041272.png,tree,occlusion,control,mask,partial viewing,many small,0.025
317,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree7.png,mask_img/000000041434.png,tree,occlusion,control,mask,partial viewing,many small,0.025
318,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree8.png,mask_img/000000041577.png,tree,occlusion,control,mask,partial viewing,many small,0.025
319,Stimulus\all_stim\occlusion\partialviewing\manysmall\control\manysmall_partialViewing_control_tree9.png,mask_img/000000041840.png,tree,occlusion,control,mask,partial viewing,many small,0.025
320,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana1.png,mask_img/000000041962.png,banana,occlusion,high,mask,partial viewing,many small,0.025
321,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana10.png,mask_img/000000042196.png,banana,occlusion,high,mask,partial viewing,many small,0.025
322,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana2.png,mask_img/000000042408.png,banana,occlusion,high,mask,partial viewing,many small,0.025
323,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana3.png,mask_img/000000042476.png,banana,occlusion,high,mask,partial viewing,many small,0.025
324,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana4.png,mask_img/000000042499.png,banana,occlusion,high,mask,partial viewing,many small,0.025
325,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana5.png,mask_img/000000042541.png,banana,occlusion,high,mask,partial viewing,many small,0.025
326,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana6.png,mask_img/000000042704.png,banana,occlusion,high,mask,partial viewing,many small,0.025
327,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana7.png,mask_img/000000043024.png,banana,occlusion,high,mask,partial viewing,many small,0.025
328,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana8.png,mask_img/000000043291.png,banana,occlusion,high,mask,partial viewing,many small,0.025
329,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_banana9.png,mask_img/000000043579.png,banana,occlusion,high,mask,partial viewing,many small,0.025
330,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird1.png,mask_img/000000043966.png,bird,occlusion,high,mask,partial viewing,many small,0.025
331,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird10.png,mask_img/000000044065.png,bird,occlusion,high,mask,partial viewing,many small,0.025
332,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird2.png,mask_img/000000044117.png,bird,occlusion,high,mask,partial viewing,many small,0.025
333,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird3.png,mask_img/000000044123.png,bird,occlusion,high,mask,partial viewing,many small,0.025
334,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird4.png,mask_img/000000044136.png,bird,occlusion,high,mask,partial viewing,many small,0.025
335,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird5.png,mask_img/000000044437.png,bird,occlusion,high,mask,partial viewing,many small,0.025
336,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird6.png,mask_img/000000044523.png,bird,occlusion,high,mask,partial viewing,many small,0.025
337,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird7.png,mask_img/000000044580.png,bird,occlusion,high,mask,partial viewing,many small,0.025
338,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird8.png,mask_img/000000044831.png,bird,occlusion,high,mask,partial viewing,many small,0.025
339,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bird9.png,mask_img/000000044946.png,bird,occlusion,high,mask,partial viewing,many small,0.025
340,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building1.png,mask_img/000000044950.png,building,occlusion,high,mask,partial viewing,many small,0.025
341,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building10.png,mask_img/000000044989.png,building,occlusion,high,mask,partial viewing,many small,0.025
342,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building2.png,mask_img/000000045306.png,building,occlusion,high,mask,partial viewing,many small,0.025
343,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building3.png,mask_img/000000045655.png,building,occlusion,high,mask,partial viewing,many small,0.025
344,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building4.png,mask_img/000000046025.png,building,occlusion,high,mask,partial viewing,many small,0.025
345,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building5.png,mask_img/000000046029.png,building,occlusion,high,mask,partial viewing,many small,0.025
346,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building6.png,mask_img/000000046155.png,building,occlusion,high,mask,partial viewing,many small,0.025
347,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building7.png,mask_img/000000046171.png,building,occlusion,high,mask,partial viewing,many small,0.025
348,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building8.png,mask_img/000000046245.png,building,occlusion,high,mask,partial viewing,many small,0.025
349,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_building9.png,mask_img/000000046345.png,building,occlusion,high,mask,partial viewing,many small,0.025
350,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus1.png,mask_img/000000046676.png,bus,occlusion,high,mask,partial viewing,many small,0.025
351,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus10.png,mask_img/000000046805.png,bus,occlusion,high,mask,partial viewing,many small,0.025
352,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus2.png,mask_img/000000046852.png,bus,occlusion,high,mask,partial viewing,many small,0.025
353,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus3.png,mask_img/000000047229.png,bus,occlusion,high,mask,partial viewing,many small,0.025
354,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus4.png,mask_img/000000047316.png,bus,occlusion,high,mask,partial viewing,many small,0.025
355,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus5.png,mask_img/000000047395.png,bus,occlusion,high,mask,partial viewing,many small,0.025
356,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus6.png,mask_img/000000047407.png,bus,occlusion,high,mask,partial viewing,many small,0.025
357,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus7.png,mask_img/000000047471.png,bus,occlusion,high,mask,partial viewing,many small,0.025
358,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus8.png,mask_img/000000048169.png,bus,occlusion,high,mask,partial viewing,many small,0.025
359,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_bus9.png,mask_img/000000048268.png,bus,occlusion,high,mask,partial viewing,many small,0.025
360,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat1.png,mask_img/000000048664.png,cat,occlusion,high,mask,partial viewing,many small,0.025
361,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat10.png,mask_img/000000048929.png,cat,occlusion,high,mask,partial viewing,many small,0.025
362,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat2.png,mask_img/000000049092.png,cat,occlusion,high,mask,partial viewing,many small,0.025
363,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat3.png,mask_img/000000049254.png,cat,occlusion,high,mask,partial viewing,many small,0.025
364,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat4.png,mask_img/000000049331.png,cat,occlusion,high,mask,partial viewing,many small,0.025
365,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat5.png,mask_img/000000049428.png,cat,occlusion,high,mask,partial viewing,many small,0.025
366,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat6.png,mask_img/000000049562.png,cat,occlusion,high,mask,partial viewing,many small,0.025
367,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat7.png,mask_img/000000049602.png,cat,occlusion,high,mask,partial viewing,many small,0.025
368,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat8.png,mask_img/000000049763.png,cat,occlusion,high,mask,partial viewing,many small,0.025
369,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_cat9.png,mask_img/000000049933.png,cat,occlusion,high,mask,partial viewing,many small,0.025
370,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant1.png,mask_img/000000049987.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
371,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant10.png,mask_img/000000050148.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
372,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant2.png,mask_img/000000050239.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
373,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant3.png,mask_img/000000050276.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
374,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant4.png,mask_img/000000050412.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
375,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant5.png,mask_img/000000050496.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
376,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant6.png,mask_img/000000050782.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
377,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant7.png,mask_img/000000050790.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
378,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant8.png,mask_img/000000050794.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
379,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant9.png,mask_img/000000051164.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
380,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person1.png,mask_img/000000051310.png,person,occlusion,high,mask,partial viewing,many small,0.025
381,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person10.png,mask_img/000000051453.png,person,occlusion,high,mask,partial viewing,many small,0.025
382,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person2.png,mask_img/000000051461.png,person,occlusion,high,mask,partial viewing,many small,0.025
383,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person3.png,mask_img/000000051880.png,person,occlusion,high,mask,partial viewing,many small,0.025
384,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person4.png,mask_img/000000052087.png,person,occlusion,high,mask,partial viewing,many small,0.025
385,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person5.png,mask_img/000000052250.png,person,occlusion,high,mask,partial viewing,many small,0.025
386,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person6.png,mask_img/000000052426.png,person,occlusion,high,mask,partial viewing,many small,0.025
387,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person7.png,mask_img/000000052562.png,person,occlusion,high,mask,partial viewing,many small,0.025
388,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person8.png,mask_img/000000052606.png,person,occlusion,high,mask,partial viewing,many small,0.025
389,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person9.png,mask_img/000000052619.png,person,occlusion,high,mask,partial viewing,many small,0.025
390,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree1.png,mask_img/000000052784.png,tree,occlusion,high,mask,partial viewing,many small,0.025
391,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree10.png,mask_img/000000052818.png,tree,occlusion,high,mask,partial viewing,many small,0.025
392,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree2.png,mask_img/000000052901.png,tree,occlusion,high,mask,partial viewing,many small,0.025
393,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree3.png,mask_img/000000052936.png,tree,occlusion,high,mask,partial viewing,many small,0.025
394,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree4.png,mask_img/000000053143.png,tree,occlusion,high,mask,partial viewing,many small,0.025
395,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree5.png,mask_img/000000053410.png,tree,occlusion,high,mask,partial viewing,many small,0.025
396,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree6.png,mask_img/000000053539.png,tree,occlusion,high,mask,partial viewing,many small,0.025
397,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree7.png,mask_img/000000053635.png,tree,occlusion,high,mask,partial viewing,many small,0.025
398,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree8.png,mask_img/000000054334.png,tree,occlusion,high,mask,partial viewing,many small,0.025
399,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree9.png,mask_img/000000054336.png,tree,occlusion,high,mask,partial viewing,many small,0.025
400,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana1.png,mask_img/000000054532.png,banana,occlusion,low,mask,partial viewing,many small,0.025
401,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana10.png,mask_img/000000054723.png,banana,occlusion,low,mask,partial viewing,many small,0.025
402,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana2.png,mask_img/000000054759.png,banana,occlusion,low,mask,partial viewing,many small,0.025
403,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana3.png,mask_img/000000054875.png,banana,occlusion,low,mask,partial viewing,many small,0.025
404,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana4.png,mask_img/000000055202.png,banana,occlusion,low,mask,partial viewing,many small,0.025
405,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana5.png,mask_img/000000055388.png,banana,occlusion,low,mask,partial viewing,many small,0.025
406,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana6.png,mask_img/000000055460.png,banana,occlusion,low,mask,partial viewing,many small,0.025
407,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana7.png,mask_img/000000055594.png,banana,occlusion,low,mask,partial viewing,many small,0.025
408,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana8.png,mask_img/000000055630.png,banana,occlusion,low,mask,partial viewing,many small,0.025
409,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana9.png,mask_img/000000055652.png,banana,occlusion,low,mask,partial viewing,many small,0.025
410,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird1.png,mask_img/000000055694.png,bird,occlusion,low,mask,partial viewing,many small,0.025
411,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird10.png,mask_img/000000055733.png,bird,occlusion,low,mask,partial viewing,many small,0.025
412,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird2.png,mask_img/000000055737.png,bird,occlusion,low,mask,partial viewing,many small,0.025
413,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird3.png,mask_img/000000055849.png,bird,occlusion,low,mask,partial viewing,many small,0.025
414,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird4.png,mask_img/000000055859.png,bird,occlusion,low,mask,partial viewing,many small,0.025
415,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird5.png,mask_img/000000055942.png,bird,occlusion,low,mask,partial viewing,many small,0.025
416,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird6.png,mask_img/000000056007.png,bird,occlusion,low,mask,partial viewing,many small,0.025
417,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird7.png,mask_img/000000056036.png,bird,occlusion,low,mask,partial viewing,many small,0.025
418,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird8.png,mask_img/000000056137.png,bird,occlusion,low,mask,partial viewing,many small,0.025
419,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bird9.png,mask_img/000000056641.png,bird,occlusion,low,mask,partial viewing,many small,0.025
420,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building1.png,mask_img/000000056716.png,building,occlusion,low,mask,partial viewing,many small,0.025
421,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building10.png,mask_img/000000057068.png,building,occlusion,low,mask,partial viewing,many small,0.025
422,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building2.png,mask_img/000000057551.png,building,occlusion,low,mask,partial viewing,many small,0.025
423,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building3.png,mask_img/000000057646.png,building,occlusion,low,mask,partial viewing,many small,0.025
424,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building4.png,mask_img/000000057782.png,building,occlusion,low,mask,partial viewing,many small,0.025
425,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building5.png,mask_img/000000057930.png,building,occlusion,low,mask,partial viewing,many small,0.025
426,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building6.png,mask_img/000000057979.png,building,occlusion,low,mask,partial viewing,many small,0.025
427,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building7.png,mask_img/000000058021.png,building,occlusion,low,mask,partial viewing,many small,0.025
428,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building8.png,mask_img/000000058073.png,building,occlusion,low,mask,partial viewing,many small,0.025
429,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building9.png,mask_img/000000058102.png,building,occlusion,low,mask,partial viewing,many small,0.025
430,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus1.png,mask_img/000000058232.png,bus,occlusion,low,mask,partial viewing,many small,0.025
431,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus10.png,mask_img/000000058595.png,bus,occlusion,low,mask,partial viewing,many small,0.025
432,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus2.png,mask_img/000000058627.png,bus,occlusion,low,mask,partial viewing,many small,0.025
433,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus3.png,mask_img/000000058647.png,bus,occlusion,low,mask,partial viewing,many small,0.025
434,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus4.png,mask_img/000000058701.png,bus,occlusion,low,mask,partial viewing,many small,0.025
435,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus5.png,mask_img/000000058801.png,bus,occlusion,low,mask,partial viewing,many small,0.025
436,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus6.png,mask_img/000000058815.png,bus,occlusion,low,mask,partial viewing,many small,0.025
437,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus7.png,mask_img/000000058822.png,bus,occlusion,low,mask,partial viewing,many small,0.025
438,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus8.png,mask_img/000000058873.png,bus,occlusion,low,mask,partial viewing,many small,0.025
439,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus9.png,mask_img/000000058910.png,bus,occlusion,low,mask,partial viewing,many small,0.025
