,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
154,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree4.png,mask_img/000000021981.png,tree,occlusion,high,mask,partial viewing,few large,0.025
155,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree5.png,mask_img/000000022102.png,tree,occlusion,high,mask,partial viewing,few large,0.025
156,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree6.png,mask_img/000000022142.png,tree,occlusion,high,mask,partial viewing,few large,0.025
157,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree7.png,mask_img/000000022256.png,tree,occlusion,high,mask,partial viewing,few large,0.025
158,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree8.png,mask_img/000000022355.png,tree,occlusion,high,mask,partial viewing,few large,0.025
159,Stimulus\all_stim\occlusion\partialviewing\fewlarge\high\fewlarge_partialViewing_high_tree9.png,mask_img/000000022440.png,tree,occlusion,high,mask,partial viewing,few large,0.025
160,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana1.png,mask_img/000000022545.png,banana,occlusion,low,mask,partial viewing,few large,0.025
161,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana10.png,mask_img/000000022563.png,banana,occlusion,low,mask,partial viewing,few large,0.025
162,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana2.png,mask_img/000000022983.png,banana,occlusion,low,mask,partial viewing,few large,0.025
163,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana3.png,mask_img/000000023004.png,banana,occlusion,low,mask,partial viewing,few large,0.025
164,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana4.png,mask_img/000000023015.png,banana,occlusion,low,mask,partial viewing,few large,0.025
165,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana5.png,mask_img/000000023100.png,banana,occlusion,low,mask,partial viewing,few large,0.025
166,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana6.png,mask_img/000000023137.png,banana,occlusion,low,mask,partial viewing,few large,0.025
167,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana7.png,mask_img/000000023511.png,banana,occlusion,low,mask,partial viewing,few large,0.025
168,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana8.png,mask_img/000000023656.png,banana,occlusion,low,mask,partial viewing,few large,0.025
169,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_banana9.png,mask_img/000000023967.png,banana,occlusion,low,mask,partial viewing,few large,0.025
170,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird1.png,mask_img/000000023984.png,bird,occlusion,low,mask,partial viewing,few large,0.025
171,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird10.png,mask_img/000000023988.png,bird,occlusion,low,mask,partial viewing,few large,0.025
172,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird2.png,mask_img/000000024125.png,bird,occlusion,low,mask,partial viewing,few large,0.025
173,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird3.png,mask_img/000000024157.png,bird,occlusion,low,mask,partial viewing,few large,0.025
174,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird4.png,mask_img/000000024193.png,bird,occlusion,low,mask,partial viewing,few large,0.025
175,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird5.png,mask_img/000000024239.png,bird,occlusion,low,mask,partial viewing,few large,0.025
176,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird6.png,mask_img/000000024247.png,bird,occlusion,low,mask,partial viewing,few large,0.025
177,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird7.png,mask_img/000000024403.png,bird,occlusion,low,mask,partial viewing,few large,0.025
178,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird8.png,mask_img/000000024404.png,bird,occlusion,low,mask,partial viewing,few large,0.025
179,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bird9.png,mask_img/000000024530.png,bird,occlusion,low,mask,partial viewing,few large,0.025
180,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building1.png,mask_img/000000024552.png,building,occlusion,low,mask,partial viewing,few large,0.025
181,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building10.png,mask_img/000000024591.png,building,occlusion,low,mask,partial viewing,few large,0.025
182,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building2.png,mask_img/000000024702.png,building,occlusion,low,mask,partial viewing,few large,0.025
183,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building3.png,mask_img/000000024808.png,building,occlusion,low,mask,partial viewing,few large,0.025
184,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building4.png,mask_img/000000024912.png,building,occlusion,low,mask,partial viewing,few large,0.025
185,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building5.png,mask_img/000000025034.png,building,occlusion,low,mask,partial viewing,few large,0.025
186,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building6.png,mask_img/000000025143.png,building,occlusion,low,mask,partial viewing,few large,0.025
187,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building7.png,mask_img/000000025192.png,building,occlusion,low,mask,partial viewing,few large,0.025
188,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building8.png,mask_img/000000025453.png,building,occlusion,low,mask,partial viewing,few large,0.025
189,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_building9.png,mask_img/000000025516.png,building,occlusion,low,mask,partial viewing,few large,0.025
190,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus1.png,mask_img/000000025820.png,bus,occlusion,low,mask,partial viewing,few large,0.025
191,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus10.png,mask_img/000000025855.png,bus,occlusion,low,mask,partial viewing,few large,0.025
192,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus2.png,mask_img/000000025858.png,bus,occlusion,low,mask,partial viewing,few large,0.025
193,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus3.png,mask_img/000000025997.png,bus,occlusion,low,mask,partial viewing,few large,0.025
194,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus4.png,mask_img/000000026053.png,bus,occlusion,low,mask,partial viewing,few large,0.025
195,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus5.png,mask_img/000000026497.png,bus,occlusion,low,mask,partial viewing,few large,0.025
196,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus6.png,mask_img/000000026503.png,bus,occlusion,low,mask,partial viewing,few large,0.025
197,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus7.png,mask_img/000000026720.png,bus,occlusion,low,mask,partial viewing,few large,0.025
198,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus8.png,mask_img/000000026782.png,bus,occlusion,low,mask,partial viewing,few large,0.025
199,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_bus9.png,mask_img/000000027005.png,bus,occlusion,low,mask,partial viewing,few large,0.025
200,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat1.png,mask_img/000000027151.png,cat,occlusion,low,mask,partial viewing,few large,0.025
201,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat10.png,mask_img/000000027319.png,cat,occlusion,low,mask,partial viewing,few large,0.025
202,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat2.png,mask_img/000000027371.png,cat,occlusion,low,mask,partial viewing,few large,0.025
203,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat3.png,mask_img/000000027556.png,cat,occlusion,low,mask,partial viewing,few large,0.025
204,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat4.png,mask_img/000000027675.png,cat,occlusion,low,mask,partial viewing,few large,0.025
205,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat5.png,mask_img/000000027704.png,cat,occlusion,low,mask,partial viewing,few large,0.025
206,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat6.png,mask_img/000000027764.png,cat,occlusion,low,mask,partial viewing,few large,0.025
207,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat7.png,mask_img/000000027890.png,cat,occlusion,low,mask,partial viewing,few large,0.025
208,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat8.png,mask_img/000000028171.png,cat,occlusion,low,mask,partial viewing,few large,0.025
209,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_cat9.png,mask_img/000000028231.png,cat,occlusion,low,mask,partial viewing,few large,0.025
210,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant1.png,mask_img/000000028304.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
211,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant10.png,mask_img/000000028367.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
212,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant2.png,mask_img/000000028517.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
213,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant3.png,mask_img/000000028518.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
214,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant4.png,mask_img/000000028671.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
215,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant5.png,mask_img/000000028698.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
216,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant6.png,mask_img/000000028842.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
217,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant7.png,mask_img/000000028885.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
218,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant8.png,mask_img/000000028988.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
219,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_firehydrant9.png,mask_img/000000029056.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.025
220,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person1.png,mask_img/000000029090.png,person,occlusion,low,mask,partial viewing,few large,0.025
221,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person10.png,mask_img/000000029128.png,person,occlusion,low,mask,partial viewing,few large,0.025
222,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person2.png,mask_img/000000029274.png,person,occlusion,low,mask,partial viewing,few large,0.025
223,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person3.png,mask_img/000000029506.png,person,occlusion,low,mask,partial viewing,few large,0.025
224,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person4.png,mask_img/000000029730.png,person,occlusion,low,mask,partial viewing,few large,0.025
225,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person5.png,mask_img/000000029964.png,person,occlusion,low,mask,partial viewing,few large,0.025
226,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person6.png,mask_img/000000030267.png,person,occlusion,low,mask,partial viewing,few large,0.025
227,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person7.png,mask_img/000000030526.png,person,occlusion,low,mask,partial viewing,few large,0.025
228,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person8.png,mask_img/000000030611.png,person,occlusion,low,mask,partial viewing,few large,0.025
229,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_person9.png,mask_img/000000031017.png,person,occlusion,low,mask,partial viewing,few large,0.025
230,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree1.png,mask_img/000000031053.png,tree,occlusion,low,mask,partial viewing,few large,0.025
231,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree10.png,mask_img/000000031454.png,tree,occlusion,low,mask,partial viewing,few large,0.025
232,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree2.png,mask_img/000000031601.png,tree,occlusion,low,mask,partial viewing,few large,0.025
233,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree3.png,mask_img/000000031717.png,tree,occlusion,low,mask,partial viewing,few large,0.025
234,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree4.png,mask_img/000000032364.png,tree,occlusion,low,mask,partial viewing,few large,0.025
235,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree5.png,mask_img/000000032403.png,tree,occlusion,low,mask,partial viewing,few large,0.025
236,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree6.png,mask_img/000000032720.png,tree,occlusion,low,mask,partial viewing,few large,0.025
237,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree7.png,mask_img/000000032906.png,tree,occlusion,low,mask,partial viewing,few large,0.025
238,Stimulus\all_stim\occlusion\partialviewing\fewlarge\low\fewlarge_partialViewing_low_tree8.png,mask_img/000000032918.png,tree,occlusion,low,mask,partial viewing,few large,0.025
